age,bmi,sleep_hours,heart_rate,activity_level,caffeine_mg,work_hours,meditation_min,screen_time_hours,social_support,stress_score,stress_level
49,22.8,8.6,66.6,6,306.9,8.3,7.1,4,4,47.5,Medium
28,20.6,6.4,76.4,2,37.5,9.2,1.2,7.3,4,58.2,Medium
40,25.9,7.4,70.2,46,43.8,8,5.9,6.3,4,32.1,Low
43,25.1,8.5,76.3,96,57.3,5.5,1,4.9,3,23.7,Low
51,20.7,6.1,72.7,1,127.2,8.8,0.5,9.2,2,65.8,Medium
63,27.4,7.5,60.9,79,277.1,9.7,1.4,6.2,1,46.6,Medium
51,31.1,9.6,73.7,24,100.1,7,1.7,4.9,0,40.8,Medium
46,26.4,8.4,55.4,59,101.8,9.3,5.2,6.6,1,29.3,Low
21,14.8,7.4,59.8,78,183.4,8.6,0.9,4.1,5,27.9,Low
34,32.9,6.7,74.5,23,217.5,8.9,13.3,5.6,0,63.8,Medium
52,28,6.1,71.5,14,0,6.3,4,10.1,3,48,Medium
30,32.8,5.5,61,94,233.2,10.6,3.4,2.5,5,46.1,Medium
58,29.4,9.3,61.3,13,97.6,8.6,2.9,4.9,2,34,Medium
56,30.2,9,75.5,53,141.8,9.7,4.2,5.7,0,47.4,Medium
32,25.8,6,78.7,77,263.5,7.2,0.1,5.3,4,53.2,Medium
46,24,7.5,67.4,5,132.7,10,23.1,5,5,43.6,Medium
46,26.5,7.2,68.2,77,27.5,7.2,4.1,9.4,3,26.9,Low
28,22.2,8.8,77.9,80,32.1,6.2,0.2,4.9,0,32.3,Low
49,26.7,7.6,63.1,17,147.7,11.5,4.5,6.8,4,53.8,Medium
19,14.5,7,82,19,123.3,3.3,2.9,4.8,5,51.7,Medium
64,25.2,6.2,56.6,61,154.8,14,0.1,6.8,3,62.2,Medium
31,30.4,7.5,83.2,80,117.9,9.4,12.9,7.9,5,37.9,Medium
37,25.4,6.5,75.6,79,249.3,7.4,0.1,5.9,0,56.1,Medium
39,31.9,7.3,97.6,39,152,8.7,4.3,4.9,4,62.3,Medium
28,23.9,6.9,58.2,38,9,9.4,16.3,5.8,2,33.2,Medium
44,29,6.4,48.7,51,215.3,7.3,1.4,7.1,3,35.7,Medium
20,21.5,5.5,80.7,31,302.5,12.1,1.5,7.7,0,95.6,High
34,28.8,7.8,57.2,72,162.4,11,0,6.5,4,36.8,Medium
61,25.9,7.1,76.6,26,168.6,13.5,0.3,5.8,2,79.3,High
45,24.1,9.7,81.4,51,87.6,5.6,0.2,8.6,5,28,Low
46,14.7,5.5,68.6,96,130.6,8.4,8.6,4.7,4,36,Medium
38,24,7.9,71.8,62,190.2,5.2,9.1,5.2,2,38.3,Medium
64,25.9,6.9,74.5,73,240.5,5.8,6.5,9.6,0,51.6,Medium
33,28.3,10,80,62,185.7,7.3,2.2,5.8,4,29.9,Low
54,31.2,7.8,79,16,295.4,7.4,8.6,7.3,4,55.6,Medium
37,33.1,7.5,61.9,48,157.9,8.7,3.9,4.2,1,42.4,Medium
23,30,6.9,90.7,99,60.3,7.8,1.8,8,3,41.5,Medium
36,22.8,5.9,69.4,80,62.6,9.6,2.9,3.7,4,41.3,Medium
22,23.8,7.5,74.6,81,248.8,8.6,0.3,3.6,2,47.3,Medium
20,28,4.9,78.6,22,230.6,11.3,14.5,7.8,3,80.6,High
18,27.1,5,82.6,97,18.4,9.7,4.8,5.3,0,57.6,Medium
55,31.5,8.5,83.8,71,133.2,5.6,6.6,5.5,3,36.5,Medium
32,34.9,4.4,76.3,12,136.1,7.7,5.6,6.9,1,72.7,High
51,34.1,6.5,75.2,22,89.9,7.8,5.5,5.4,0,57.6,Medium
52,31,5.4,77.1,56,37.2,8.9,0.1,3.9,4,51.3,Medium
42,27.1,6.4,82.1,61,88.1,10.2,3.7,4.9,5,52.7,Medium
41,30.4,7.3,61.6,53,73.7,8.6,8.6,4.1,0,37.5,Medium
29,31.6,8.5,79.7,19,39.1,9.2,0.2,8.3,0,54.3,Medium
35,24.4,8.8,60.8,85,216.3,5.7,15.6,8.4,1,22,Low
32,22.9,5.6,87.5,51,172.6,7.1,2.8,4.3,2,65.6,Medium
61,21.9,6.3,72.1,22,112.9,4.2,1.7,6.9,0,59.4,Medium
33,21.5,10,64.1,34,0,8.9,3.8,5.5,2,22.7,Low
44,19.5,6.6,71.5,66,126.1,9.7,8.1,8.9,3,46.2,Medium
25,26,5.7,70.6,33,191.7,5.4,3.2,10.7,5,51.9,Medium
63,21,5.9,66.4,32,91.1,8.3,5.2,7.5,1,52,Medium
42,21.9,6.6,50.4,45,58,7.8,3.5,5,4,25.2,Low
34,27.8,6.4,61.2,80,140.2,11.4,5,3.7,0,53.1,Medium
46,25.7,6.6,68.9,44,176.8,6.2,0.7,6.5,5,43.3,Medium
25,26.7,7,54,18,0,9.8,0.2,5.7,5,34.7,Medium
32,30.5,7,66.9,93,258.3,10.3,0.7,3.1,2,49.7,Medium
44,28.5,5.6,66.8,86,50.1,7.6,1.7,6.2,0,41.9,Medium
63,31.1,7.6,65.3,14,116.2,8.6,1.5,10.2,5,40.9,Medium
24,25.3,7.2,77.9,77,244.5,10.2,4.8,7.6,1,59.1,Medium
20,31.4,7.7,64.4,65,160,5.8,3,3.7,4,29.9,Low
46,26.4,4.4,71.6,38,237.7,7.1,0.2,6,3,66.9,High
61,25.7,7.2,66.8,17,274.3,8.4,0.2,6.7,3,56.5,Medium
41,30.8,4,71.7,69,33.2,12.1,0.5,7,2,70.2,High
20,21.5,6.7,84.3,58,222.2,7.2,2.2,2.7,5,52,Medium
37,33.1,8,75.8,31,256,7.5,0,5.8,3,52.2,Medium
63,23.9,8.6,73.2,20,119.9,11.1,3.4,6.5,2,56,Medium
32,20.1,7.5,59.9,39,126.3,9.3,2.2,5.6,4,37.7,Medium
42,27.6,8,77.6,91,0,12.4,4.1,2.1,0,49.3,Medium
47,23.5,6.6,75.1,26,212.5,10.2,6.4,5.7,1,69.7,High
31,33.1,6.2,78.9,1,0,7.7,1.4,7.6,4,54,Medium
24,23.3,10,57.1,96,227.5,7.4,0.9,4.9,4,9.7,Low
34,26.3,8.2,64.8,79,36.6,6.4,1.6,5.1,3,20,Low
61,19.3,5.2,81.5,38,261.3,5.4,0,8.8,3,70.5,High
37,28.3,4.4,64.8,85,181.7,8.7,0.6,5.6,1,56,Medium
53,21.9,6.3,84.1,55,230.7,9.3,6.9,6.2,0,70.2,High
26,27.8,8.8,65.9,12,85,9.5,1.3,2.3,4,39.3,Medium
55,23.3,7.1,70.6,55,43.3,7.8,25.8,3.9,5,22.3,Low
39,16.8,3.7,64,65,8.9,11.9,0.9,10.4,3,63,Medium
19,25.5,6.7,61.8,77,237.3,5.3,7.8,9.3,4,33.6,Medium
41,25.3,7,61.8,55,203,5.1,6.1,6.9,0,44.5,Medium
25,28.5,3.4,64.7,27,205.9,6.4,1.9,1.4,2,70.2,High
28,31.2,7,74.6,63,173.3,8,2,3.3,0,51.2,Medium
30,32.6,5.5,82.7,70,193.5,5.8,4.1,3.3,4,54.9,Medium
34,28.5,4.2,72.6,81,126.7,10.7,9.6,3.3,4,58.5,Medium
25,26.1,9.4,70.2,63,179.6,6.5,2.4,5.2,1,32.7,Low
38,19.3,5.4,79.3,55,81.5,6.2,0.3,7.6,4,51.7,Medium
35,25.8,6,70.8,40,122.6,10.1,2.3,4.7,3,58.6,Medium
47,25.9,6,65,99,393.5,8.4,1.2,5.4,5,45.4,Medium
35,24.2,7,59.6,40,153.1,9.6,14,5.4,1,45.1,Medium
63,27.5,9.6,84,99,0,7.9,6,7.8,4,14.7,Low
64,29.5,5.2,69,3,117.3,8.5,0.3,7.8,0,70.6,High
48,21.7,6.5,62.6,56,65.4,5.1,1.7,6.3,4,32.6,Low
55,21.7,7.2,61.7,29,162.7,7.7,0.3,8.6,0,49.1,Medium
49,24.4,5.7,81.8,87,78.9,5.9,8.9,5.2,0,50.1,Medium
28,22.5,6.5,63,83,133.1,11.9,11.8,9.5,4,43.2,Medium
62,18.4,7.9,76.6,45,90.8,10.6,0.6,4.8,0,58.4,Medium
42,21,5.9,65.7,55,165.8,6.7,2.9,2.1,5,41.2,Medium
50,20.1,6.5,55.5,30,99.8,7.6,13.4,3.5,2,35.7,Medium
55,29.8,6.4,69.1,87,178.6,7.7,0.8,3.3,1,44,Medium
58,31.8,6.8,73.1,6,305.9,12.3,1.7,4.5,4,80.8,High
25,20.6,7.4,66.6,89,57.6,8.8,1.8,8.3,2,30.2,Low
28,27.2,7.9,69.7,76,207.9,7.1,0.2,5.1,0,42.6,Medium
39,28.5,9.9,68.5,53,0,8.3,0.2,3.3,0,25.3,Low
41,19,3,59.1,7,131.4,4.9,15.3,3.1,1,66.2,High
58,25.6,6.7,70.4,54,168.3,7.9,4.2,5.9,2,46.5,Medium
34,35.1,5,80.5,68,90.2,5.8,1.8,9,2,56.2,Medium
29,27.7,6.4,56.7,43,7,4.3,2.4,6.4,4,28.6,Low
63,24,8.3,82.5,12,147,12,6.3,7.9,0,74.4,High
49,22.8,8.8,40,92,272.6,7.9,2.3,6.8,3,10,Low
32,16.9,8.9,66.7,19,138.3,6.5,1.3,2.9,4,34.4,Medium
33,26.9,8.9,75.6,77,194.7,4.6,0.5,7.2,4,30.9,Low
39,32.8,6.7,67.9,31,240.2,7.6,6.5,3.7,4,48.7,Medium
45,21.7,9.1,47.1,59,347.7,7.7,1,5.2,1,29.7,Low
37,17.3,9.4,65.2,49,65.8,9.5,0.4,4.6,1,33.2,Medium
50,22.3,7.2,70.3,26,74.1,6.1,2.8,5.8,4,40.7,Medium
27,28.5,8.8,60.3,24,126.6,6.9,0.2,5.5,5,27.1,Low
57,23.3,7.1,60.8,51,199.2,6.2,16.8,5.2,3,33.2,Medium
49,21.7,9.1,78,67,0,7.6,4.9,5.4,2,25.5,Low
50,25.1,6.8,71.2,20,202.3,4,0.8,6.5,2,57.3,Medium
19,25.9,6.1,55.4,17,161.9,6.4,0.9,5.4,0,53.4,Medium
50,19.4,5.3,71.7,38,107.3,9.3,4.2,5.7,2,60.9,Medium
50,24.1,6.7,60.2,14,184,5.5,2.2,10,2,50.2,Medium
58,23,7.1,61.3,52,221.2,10,7.4,8.1,3,46.5,Medium
30,22.4,5.6,70.7,37,232.2,9.7,3.9,5,2,67.5,High
47,20.9,6.6,69,47,151.2,9.9,2.8,6.2,3,53,Medium
50,28.8,6.2,67.9,51,176.1,8,16.5,6.1,1,46.4,Medium
30,22.4,5.4,63.7,87,173.1,7.8,2.5,6.2,3,40.5,Medium
43,17,8.6,63.5,71,248.5,8.6,2.6,6,1,37.2,Medium
39,26.1,8.8,62.7,27,180.5,10.6,5.5,6.2,3,44.5,Medium
56,27.9,8.5,82.3,84,201.6,10.5,8.3,5.5,4,44,Medium
19,21.8,6.9,52.7,15,221.4,4.7,4.9,4.8,5,38.2,Medium
55,22.8,7,66.5,15,306.7,6.3,6,5.2,1,60.3,Medium
56,22.4,5.4,54.1,34,103.1,5.9,2.3,2.5,1,46.6,Medium
43,23.6,7.6,78.7,16,280.1,9.5,3.3,7.4,2,68.5,High
63,29.4,7.3,69.8,72,347.7,6.6,1.1,7,1,52.2,Medium
32,24.5,10,59.2,98,108.2,7.6,5.7,10,3,4.4,Low
51,28.4,8.6,78.6,51,132.7,11.4,1.3,3.6,4,50.9,Medium
59,21.1,7.5,45.1,92,115.7,10.2,0,5.2,4,19.8,Low
61,23.5,6.9,72.1,81,202.6,10.8,13.6,8.3,2,50.7,Medium
57,28.8,8.5,83.4,11,1.1,6.6,1.8,6.7,3,44.1,Medium
28,21.8,5.6,70.2,82,110,2.5,1.1,9.3,3,41.9,Medium
20,29,8.7,66.9,47,128.1,7.2,1.6,9,0,37.7,Medium
23,22.5,5.4,56.3,21,121.1,5.1,2,1.1,1,52.1,Medium
26,23.7,6.2,80.2,48,120.3,4.1,3.2,6.5,2,54.9,Medium
23,31.7,4.2,82.6,51,110.9,10.3,0.4,6.5,4,72.8,High
26,23.3,7.9,62.7,78,212.2,6.2,0.3,6,5,26.4,Low
56,25.6,7.4,64.1,0,193.1,6.4,1.7,5.1,0,57.3,Medium
48,27.5,6.2,83.1,65,286.3,7.3,1.8,9.1,3,60.7,Medium
49,25.9,5.6,75.8,63,212.4,11.3,0.6,5.9,1,74.2,High
58,26,9.1,52.6,7,62.2,7.7,2.6,0,4,21.8,Low
29,24.8,6.8,67.9,85,136.4,9.9,1.7,5.1,0,48.9,Medium
25,19.8,5.8,65.1,24,127.9,7.4,0.1,10.1,3,51.7,Medium
25,26.4,9.9,73.2,65,170.4,4.8,10.8,3.8,4,21.1,Low
45,22.1,6,68.6,72,237.5,5.6,10.9,8.4,4,42.1,Medium
37,28.1,8.7,66.4,72,164.9,8,1.2,8.1,3,27.2,Low
64,30.5,5.3,74.5,76,165.1,8.2,0.9,5.5,3,51.8,Medium
24,17.8,6.5,61.9,69,150.8,9.1,4,6.4,2,42.3,Medium
28,30.5,7.8,106.9,93,214.8,9.1,5,5.9,4,58.6,Medium
37,23.4,6.9,70.4,78,104.5,9.8,15.8,4.9,3,37.4,Medium
33,24.5,7.4,69.6,50,33.4,6.5,2.4,4.7,5,29.3,Low
21,21.4,6.2,86.6,52,201.6,11.7,4.8,8.8,5,71.1,High
23,25.8,4.6,56.8,14,180,11.8,10.5,5.7,0,76.9,High
39,25.3,9.2,69.1,49,255.9,7,3,4.5,1,40.3,Medium
43,29.3,6.3,62.7,70,0,6.4,0.7,7.1,5,25.1,Low
20,22,7.4,74.9,74,142,4.4,2.4,6.9,2,40.3,Medium
58,31.6,8.1,68.4,37,158.5,8.3,0.7,3,3,40.9,Medium
59,27.7,7.5,77.2,39,29.1,8.9,0.1,4.7,1,49.7,Medium
31,25.4,5.9,75.3,65,143.1,6.8,7,2.6,2,49.4,Medium
28,24.3,8.7,77.5,38,245,8.6,1.4,11.1,4,47,Medium
35,23.8,7.8,74.6,73,316.9,5.2,0,5.3,1,51,Medium
29,24,7.3,67.3,16,228.6,9.9,10.3,4.6,5,51.9,Medium
40,25.7,7.3,56.4,6,124,6.9,2.9,5,2,42.5,Medium
29,24.2,9.5,79.7,38,250.9,8.6,1.4,4.5,3,46.6,Medium
30,22.4,5.9,82.8,67,222.9,8.4,1.5,5.6,3,59.9,Medium
42,25.7,7.6,61,34,111.2,4.1,1.4,8.5,2,37.5,Medium
62,21.7,6.2,75.7,50,103.5,9.7,1.1,6.2,4,54,Medium
36,26.3,4.1,58.9,46,136.5,6.4,9.2,3.2,5,44.8,Medium
63,24.1,4.1,71.6,35,65.9,8.4,0.9,3.7,2,63.3,Medium
53,27.8,5.5,75.5,63,125.1,5.2,4.1,6.3,0,56.7,Medium
62,29,6,67.7,94,188.9,7,0.4,4.3,2,42.2,Medium
25,29,10,73,88,233.1,8.7,14.9,5.6,2,24.7,Low
46,26.3,8,79.1,12,119.7,5.8,4.6,11.3,5,44.9,Medium
49,26.7,8.2,69.8,17,261.1,6,11.7,4,3,46.1,Medium
61,23.7,6,62.6,20,202,8.3,2.5,3.1,4,52.1,Medium
35,27.7,7.1,59.1,64,205.7,7.7,8.3,4.5,2,35,Medium
23,28.2,10,67.7,99,76.5,8.7,9.6,2.4,1,14.1,Low
35,18.7,5.2,55.1,7,294.6,7.3,6.1,8.6,3,59.3,Medium
36,26.5,7.7,67,47,194.3,9.3,0.5,3.7,3,46.2,Medium
39,30.5,9.4,68.1,84,123.4,6.9,0.1,4.1,2,22.1,Low
54,23.6,8.4,77.3,42,109.3,9.2,0.9,3.3,5,40.5,Medium
49,22.7,9.7,69.6,52,125.2,6.2,0.6,2.6,1,30.7,Low
58,23.3,7.3,94.6,84,68.5,6.8,6.5,5.9,2,46.2,Medium
20,19,7.9,46.9,26,229.1,9.5,4.1,4.5,1,42.2,Medium
45,25.5,7.2,73.4,18,76.7,7,3.7,2.4,3,46.6,Medium
27,25.1,7.8,65.5,22,173.2,5.7,1.5,5.3,1,47.7,Medium
52,25.8,5.6,60.8,49,114,11.5,0.8,6.7,2,60.3,Medium
46,26.7,8.2,70.6,50,203.7,7.9,1.2,5.1,0,46.7,Medium
32,21.8,7.4,67.4,42,214.5,8.9,2.6,7.2,0,54.7,Medium
50,26.1,7.1,81.3,98,98.5,3.5,6.7,9.4,1,39.1,Medium
24,26.8,9.6,71.8,50,147.3,10.7,1.5,7.6,5,36.5,Medium
29,23,6.6,62.1,68,34.5,13.3,6,6.4,2,52.5,Medium
47,26.7,8.8,74.2,40,286,10.5,3.4,7.6,4,53.3,Medium
38,25.3,9,67.9,71,235.4,10.8,10.8,10.5,0,45.7,Medium
48,22.5,8.3,57.5,10,38.4,7.2,1.3,3.1,3,30.3,Low
41,26.1,5.6,68.1,79,80.6,8.5,3,7.3,2,43.1,Medium
37,23.8,7.5,71.7,87,139.2,9,0.5,4,2,39.4,Medium
54,27.8,9.9,72.1,84,153.1,6.6,2,6.5,0,27.4,Low
21,24,4.3,72.8,51,95.1,7.8,3.5,3.4,4,53.9,Medium
45,19.8,6.7,62.1,22,58.4,6,6.6,7.5,3,38.8,Medium
61,26.1,8.7,73.7,48,181.6,7.2,1.1,6.6,4,36.3,Medium
37,25.9,6.8,71.7,37,289.2,9.7,1.2,9,3,63.4,Medium
41,20.7,8.2,69.1,46,154.4,4.5,5,5.5,0,42.4,Medium
49,28,9.1,71.8,71,126.7,9.9,2.4,5.4,2,36.5,Medium
58,27.8,7.3,93.2,6,118.3,4.8,3.3,5.4,3,64.5,Medium
53,21.5,7.8,79.4,65,62.3,8.1,9,10.9,2,36.6,Medium
51,22.4,7.1,71.7,93,96.2,8.3,3.5,7.3,1,36.1,Medium
53,24.4,7.4,61.7,76,240.9,9.1,5.3,8.7,1,42.3,Medium
19,22,10,65.6,61,0,7.6,5.3,7.4,0,17.8,Low
32,27.6,6.9,87.5,86,155.6,5.9,8.1,7.8,0,52,Medium
51,25.6,6.5,64.7,28,152.2,8.4,5.1,3,5,43.3,Medium
53,20.6,8.6,66.1,37,159.5,12.3,0.3,4.9,0,60.3,Medium
23,21.7,5.7,66.1,100,208.2,8,2.1,4.8,1,44.2,Medium
56,29.8,6.1,76.1,83,154.9,6.2,22.7,6.1,3,37.3,Medium
59,31.1,6.1,68.7,32,113.7,7.1,1.1,5.8,4,47.3,Medium
29,27.2,6.6,72.9,28,97.5,8.3,4.4,2.8,0,56.3,Medium
20,24.2,6.7,65.5,78,253.9,7.5,9.3,6.1,4,36.2,Medium
62,23.2,8,82.2,22,233.3,7.2,4.4,2,4,53.4,Medium
35,27.2,6.5,64.2,2,380.2,10.7,2.3,7.6,1,81.3,High
57,25.3,8.1,79.9,100,127.5,9,0.4,6.2,5,31.3,Low
38,18.6,8.3,60.9,92,98.9,7.8,2.2,8.5,3,17.2,Low
32,29.1,6,63.5,44,186.3,7.8,1,6.4,1,52.5,Medium
50,30.4,8.3,65.7,7,184.3,8.3,16.2,5.1,0,47.1,Medium
52,27.9,8.4,54.3,85,200.9,9.1,6.3,2.8,1,27.1,Low
43,20.6,4.4,72.2,28,217.8,10.6,6.9,5.2,1,81.4,High
25,22.5,7.4,57.1,1,200.1,7.2,2.9,4.4,1,50,Medium
53,17.6,6.2,62.7,49,236,6,0.6,6.7,0,54.9,Medium
47,31.4,9,80.8,64,246.6,6.9,1.6,5.2,0,48.2,Medium
40,23.6,6.2,76.6,19,248.1,6.2,1.5,7.2,1,69.1,High
59,34.3,5,60.3,51,0,4.9,3.3,8.7,1,43,Medium
61,32.8,7,77,84,168.6,10.8,3.1,3.2,4,50.2,Medium
31,21.4,5.7,79.6,36,76.1,9.7,2.8,6,3,62.6,Medium
31,22.2,8.3,62.2,71,234.4,3.4,3.4,5.9,4,27.7,Low
19,26.9,5.8,76.1,26,0,8.4,21.7,6.6,5,40.6,Medium
54,18,7,55.1,46,267.5,7.2,1.8,7.4,3,40.5,Medium
22,23.2,9.3,73,98,80.8,7,4.8,9.2,5,11.9,Low
55,22.8,8.6,70.2,5,62.5,3,1.4,3.8,3,39.6,Medium
62,32.4,7.7,80.3,59,178.5,7.9,3.1,2.9,1,49.7,Medium
58,25.6,6.8,76.3,44,120.1,8.2,1.1,6.4,4,47,Medium
64,23.9,7.6,55.9,43,292.4,5.6,4.1,6.9,3,38.9,Medium
31,22.5,8,70.1,82,259,11.2,1.5,7.4,5,45.5,Medium
56,28.6,5.5,86.3,17,109.1,9.6,0.2,4.5,3,74.9,High
42,23,8.3,47.1,64,233.4,5.9,8.4,2.8,0,26.2,Low
37,24.8,5.3,79.6,24,106.4,10,0.7,8.4,3,71.3,High
19,22.4,7.9,84.7,26,105.7,7.1,2.3,7,1,55.1,Medium
56,18.9,5.3,52.1,6,207.1,10.1,3.2,5.2,2,64.2,Medium
23,21,9.9,61.3,43,266.5,5.1,2.8,1.7,0,35.4,Medium
